name	bin_size	window_size	2	4	8	16	32	64	128	256	512	1024	2048	4096	8192
ICE	10000	500000	0.24938963305110856	0.24938963305110856	0.014898776411897576	0.011761736940911706	0.013577764234626583	0.0020838267404595244	0.00031572327831883083	0.00031572327831883083	0.00031572327831883083	0.00031572327831883083	0.00031572327831883083	0.00031572327831883083	0.00031572327831883083	
ICE	10000	1000000	0.24938963305110867	0.24938963305110867	0.014898776411897578	0.011761736940911711	0.013577764234626576	0.0020838267404595257	0.00031572327831883067	0.00031572327831883067	0.00031572327831883067	0.00031572327831883067	0.00031572327831883067	0.00031572327831883067	0.00031572327831883067	
ICE	10000	5000000	0.24938963305110867	0.24938963305110867	0.014898776411897581	0.011761736940911711	0.013577764234626576	0.0020838267404595257	0.0003157232783188307	0.0003157232783188307	0.0003157232783188307	0.0003157232783188307	0.0003157232783188307	0.0003157232783188307	0.0003157232783188307	
ICE	50000	500000	0.18419393539020945	0.24425016330340882	0.1849864436032881	0.29393826079866864	0.4652630034566821	0.669209428659004	0.669209428659004	0.669209428659004	0.669209428659004	0.669209428659004	0.669209428659004	0.669209428659004	0.669209428659004	
ICE	50000	1000000	0.18419393539020953	0.2442501633034087	0.18498644360328803	0.29393826079866864	0.46526300345668187	0.669209428659004	0.669209428659004	0.669209428659004	0.669209428659004	0.669209428659004	0.669209428659004	0.669209428659004	0.669209428659004	
ICE	50000	5000000	0.1841939353902095	0.24425016330340876	0.18498644360328806	0.2939382607986686	0.4652630034566818	0.6692094286590041	0.6692094286590041	0.6692094286590041	0.6692094286590041	0.6692094286590041	0.6692094286590041	0.6692094286590041	0.6692094286590041	
ICE	100000	500000	0.5369104405769266	0.465594916020993	0.3909895421967272	0.7888055269764286	0.7889035868648431	0.7889035868648431	0.7889035868648431	0.7889035868648431	0.7889035868648431	0.7889035868648431	0.7889035868648431	0.7889035868648431	0.7889035868648431	
ICE	100000	1000000	0.5369104405769263	0.4655949160209928	0.3909895421967272	0.7888055269764286	0.7889035868648432	0.7889035868648432	0.7889035868648432	0.7889035868648432	0.7889035868648432	0.7889035868648432	0.7889035868648432	0.7889035868648432	0.7889035868648432	
ICE	100000	5000000	0.5369104405769263	0.4655949160209928	0.39098954219672716	0.7888055269764285	0.7889035868648431	0.7889035868648431	0.7889035868648431	0.7889035868648431	0.7889035868648431	0.7889035868648431	0.7889035868648431	0.7889035868648431	0.7889035868648431	
